Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,ATC LEVEL,Is Drug Class,Semantic type UMLS property
http://purl.bioontology.org/ontology/ATC/C09AA03,lisinopril,,,false,C0065374,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/C09AA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/D07XB01,flumetasone,,,false,C0016294,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D07XB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/V06DD,"Amino acids, incl. combinations with polypeptides",,,false,C3653574,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/V06D,4,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/G03DC31,methylestrenolone,,,false,C0650248,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G03DC,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/P02CA06,fenbendazole,,,false,C0015821,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/P02CA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/H01BA02,desmopressin,,,false,C0011701,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/H01BA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/R06AA54,"clemastine, combinations",,,false,C3653091,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R06AA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/V08AC05,iobenzamic acid,,,false,C0063744,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V08AC,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/ATC/V09IA07,technetium (99mTc) hynic-octreotide,,,false,C3652448,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09IA,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/ATC/D05AA,"Tars, topical antipsoriatics",Tars,,false,C3887664,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D05A,4,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/D02AA,Silicone emollient and protective products,Silicone products,,false,C3653369,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/D02A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/D07BA04,hydrocortisone and antiseptics,,,false,C3652965,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D07BA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A10AC01,insulin (human),,,false,C0795635,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/A10AC,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/N02AJ14,tramadol and dexketoprofen,,,false,C4301630,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/N02AJ,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/A06AB08,sodium picosulfate,,,false,C0071042,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A06AB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/J01DD14,ceftibuten,,,false,C0055014,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J01DD,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A06AX02,carbon dioxide producing drugs,,,false,C3652995,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A06AX,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/L01DB10,amrubicin,,,false,C0762659,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L01DB,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/M01AX17,nimesulide,,,false,C0132515,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/M01AX,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A01AA51,"sodium fluoride, combinations",,,false,C3652828,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A01AA,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/A14AB02,ethylestrenol,,,false,C0015099,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A14AB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/P03AB01,clofenotane,,,false,C0011041,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131,http://purl.bioontology.org/ontology/ATC/P03AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T131
http://purl.bioontology.org/ontology/ATC/L01DA01,dactinomycin,,,false,C0010934,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/L01DA,5,,http://purl.bioontology.org/ontology/STY/T116|http://purl.bioontology.org/ontology/STY/T195
http://purl.bioontology.org/ontology/ATC/G03XB,"Progesterone receptor modulators, sex hormones and modulators of the genital system",Progesterone receptor modulators,,false,C3653463,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G03X,4,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/R06AE03,cyclizine,,,false,C0010547,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R06AE,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/H03BX,Other antithyroid preparations in ATC,Other antithyroid preparations,,false,C3653894,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/H03B,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/N02BB51,"phenazone, combinations excl. psycholeptics",,,false,C3653194,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N02BB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/S01LA08,bevacizumab,,,false,C0796392,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/S01LA,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/A10BX15,imeglimin,,,false,C3501765,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A10BX,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/J06BC04,obiltoxaximab,,,false,C4224790,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/J06BC,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/V09IB01,indium (111In) pentetreotide,,,false,C0379955,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V09IB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/ATC/J01DB08,cefapirin,,,false,C0007737,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J01DB,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/R02AA21,octenidine,,,false,C0069351,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R02AA,5,,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A07AX04,nifurzide,,,false,C0068746,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A07AX,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/J01EA02,brodimoprim,,,false,C0054084,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J01EA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/R03BA01,beclometasone,,,false,C0004905,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R03BA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/S01FA03,methylscopolamine,,,false,C0301374,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01FA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/J01CE05,pheneticillin,,,false,C0070557,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/J01CE,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/C01BG07,cibenzoline,,,false,C0055720,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C01BG,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/V04,DIAGNOSTIC AGENTS,,,false,C0358514,http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V,2,Y,http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/ATC/V04C,OTHER DIAGNOSTIC AGENTS in ATC,OTHER DIAGNOSTIC AGENTS,,false,C3539177,http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V04,3,Y,http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/ATC/V04B,URINE TEST DRUGS,URINE TESTS,,false,C3540005,http://purl.bioontology.org/ontology/STY/T074,http://purl.bioontology.org/ontology/ATC/V04,3,Y,http://purl.bioontology.org/ontology/STY/T074
http://purl.bioontology.org/ontology/ATC/C08CA02,felodipine,,,false,C0015772,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C08CA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/R06AC52,"histapyrrodine, combinations",,,false,C3653120,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R06AC,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A06AG04,glycerol,,,false,C0017861,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A06AG,5,,http://purl.bioontology.org/ontology/STY/T123|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/D02BB01,betacarotene,,,false,C0053396,http://purl.bioontology.org/ontology/STY/T127|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D02BB,5,,http://purl.bioontology.org/ontology/STY/T127|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/B03XA05,roxadustat,,,false,C4310578,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/B03XA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/G03GA30,gonadotropin combinations,combinations,,false,C3540031,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/G03GA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/C07AB12,nebivolol,,,false,C0068475,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C07AB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L01EB04,osimertinib,,,false,C4058811,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L01EB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L01DB08,pirarubicin,,,false,C0071126,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L01DB,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A12CD51,"fluoride, combinations",,,false,C3652870,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/A12CD,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/C07CA03,pindolol and other diuretics,,,false,C3653051,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C07CA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/G04BD06,propiverine,,,false,C0138666,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G04BD,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L02AX,Other hormones for endocrine therapy in ATC,Other hormones,,false,C3539186,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125,http://purl.bioontology.org/ontology/ATC/L02A,4,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125
http://purl.bioontology.org/ontology/ATC/N02BA75,"salicylamide, combinations with psycholeptics",,,false,C3653223,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N02BA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L02BG02,formestane,,,false,C0048306,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L02BG,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/G03XC01,raloxifene,,,false,C0244404,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G03XC,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/C04AX01,cyclandelate,,,false,C0010525,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C04AX,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A07XA51,"albumin tannate, combinations",,,false,C3653184,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/A07XA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/C08CA10,nilvadipine,,,false,C0132512,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C08CA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/N05CD11,loprazolam,,,false,C0077013,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05CD,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/V03AB17,methylthioninium chloride,,,false,C0025746,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130,http://purl.bioontology.org/ontology/ATC/V03AB,5,,http://purl.bioontology.org/ontology/STY/T109|http://purl.bioontology.org/ontology/STY/T130
http://purl.bioontology.org/ontology/ATC/C09DB04,telmisartan and amlodipine,,,false,C2733369,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C09DB,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/S01EB05,physostigmine,,,false,C0031849,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01EB,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A14AB,"Estren derivatives, systemic",Estren derivatives,,false,C3541404,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/A14A,4,Y,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L01EG02,everolimus,,,false,C0541315,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L01EG,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L01ED05,lorlatinib,,,false,C4080091,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/L01ED,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/N05CM07,triclofos,,,false,C0077073,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05CM,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L01XX08,pentostatin,,,false,C0030896,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T195,http://purl.bioontology.org/ontology/ATC/L01XX,5,,http://purl.bioontology.org/ontology/STY/T114|http://purl.bioontology.org/ontology/STY/T195
http://purl.bioontology.org/ontology/ATC/P01AR02,difetarsone,,,false,C1322006,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/P01AR,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/S01BA12,formocortal,,,false,C3652565,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01BA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/A12CA02,sodium sulfate,,,false,C0074769,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197,http://purl.bioontology.org/ontology/ATC/A12CA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T197
http://purl.bioontology.org/ontology/ATC/J07BX04,dengue virus vaccines,,,false,C5577610,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/J07BX,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/R07AB08,dimefline,,,false,C0058192,http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/R07AB,5,,http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/D11AE,Androgens for topical use,,,false,C3653733,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/D11A,4,Y,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/N05CC04,dichloralphenazone,,,false,C0057831,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/N05CC,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/G03DC,"Estren derivatives, sex hormones and modulators of the genital system",Estren derivatives,,false,C3540011,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/G03D,4,Y,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T125|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/B05AA09,hemoglobin raffimer,,,false,C0384641,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/B05AA,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/V09IA04,technetium (99mTc) votumumab,,,false,C3652647,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/V09IA,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/D06BA03,mafenide,,,false,C0024452,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D06BA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/D01AA02,natamycin,,,false,C0027444,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/D01AA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/C03CC01,etacrynic acid,,,false,C0014963,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/C03CC,5,,http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T109
http://purl.bioontology.org/ontology/ATC/L04AA28,belatacept,,,false,C1619962,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116,http://purl.bioontology.org/ontology/ATC/L04AA,5,,http://purl.bioontology.org/ontology/STY/T129|http://purl.bioontology.org/ontology/STY/T121|http://purl.bioontology.org/ontology/STY/T116
http://purl.bioontology.org/ontology/ATC/C09DX08,"telmisartan, amlodipine and hydrochlorothiazide",,,false,C5783062,http://purl.bioontology.org/ontology/STY/T121,http://purl.bioontology.org/ontology/ATC/C09DX,5,,http://purl.bioontology.org/ontology/STY/T121
http://purl.bioontology.org/ontology/ATC/S01AA26,azithromycin,,,false,C0052796,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109,http://purl.bioontology.org/ontology/ATC/S01AA,5,,http://purl.bioontology.org/ontology/STY/T195|http://purl.bioontology.org/ontology/STY/T109
